,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
18648,26110,ISRA VISION AG,DE0005488100,0,2014-02-28,1,isra vision ag: financial year starts with strong order entries - guidance 13/14: 100 million euros forecasted,1.0,DE00054881002014-02-28
18650,26113,NKT Holding A/S,DK0010287663,0,2014-02-28,1,nilfisk-advance divests its wooden floor sanding equipment business,1.0,DK00102876632014-02-28
18651,26114,Stora Enso Oyj,FI0009005961,0,2014-02-28,1,"stora enso strengthens co-operation with ifc in guangxi, china",0.0,FI00090059612014-02-28
18652,26115,Ramirent Oyj,FI0009007066,0,2014-02-28,1,notice to the annual general meeting,1.0,FI00090070662014-02-28
18654,26117,Latvijas Juras medicinas centrs,LV0000100741,0,2014-02-28,1,"2013.gadā latvijas jūras medicīnas centrs noslēdz vērienīgu  3 gadu investīciju projektu 1,6 milj. latu apjomā",0.0,LV00001007412014-02-28
18657,26121,Harju Elekter,EE3100004250,0,2014-02-28,1,suspension of the activities of swedish subsidiary harju elekter ab,0.0,EE31000042502014-02-28
18659,26123,CANCOM SE,DE0005419105,0,2014-02-28,1,cancom se: acquisition of hpm networks in silicon valley opens up opportunities for growth in cloud computing business,1.0,DE00054191052014-02-28
18660,26127,Centrosolar Group AG,DE000A1TNS13,0,2014-02-27,1,centrosolar group ag: cornerstones of insolvency plan - activities to continue with focus on usa - transfer of all shares in the company to the creditors - complete debt relief,0.0,DE000A1TNS132014-02-27
18661,26129,ADLER Real Estate AG,DE0005008007,0,2014-02-27,1,adler real estate ag: adler real estate ag will convene an extraordinary general meeting of shareholders in order to adopt a resolution for a capital increase against contributions in kind in order to acquire the shares of estavis ag,1.0,DE00050080072014-02-27
18662,26132,Vossloh Aktiengesellschaft,DE0007667107,0,2014-02-27,1,vossloh aktiengesellschaft: provisional figures for fiscal 2013,0.0,DE00076671072014-02-27
18663,26134,ENCAVIS AG,DE0006095003,0,2014-02-27,1,capital stage resolves on capital increase for acquisition of 40mw solar park portfolio at short notice ,0.0,DE00060950032014-02-27
18664,26136,Orascom Development Holding AG,CH0038285679,0,2014-02-27,1,orascom development holding ag: changes in the executive management team,0.0,CH00382856792014-02-27
18665,26138,Grobina,LV0000100527,0,2014-02-27,1,information on significant events,0.0,LV00001005272014-02-27
18666,26139,Alm. Brand A/S,DK0015250344,0,2014-02-27,1,alm. brand a/s – report on transactions of executives and related parties of these with alm. brand a/s shares,0.0,DK00152503442014-02-27
18667,26140,Petrogrand AB,SE0001587593,0,2014-02-27,1,petrogrand’s board’s recommendation regarding shelton petroleum’s updated public offer,1.0,SE00015875932014-02-27
18668,26141,Carlsberg A/S,DK0010181759,0,2014-02-27,1,carlsberg a/s – election of employee representatives to the supervisory board,0.0,DK00101817592014-02-27
18669,26142,Novozymes A/S,DK0060336014,0,2014-02-27,1,trading by management and of close relations to management,0.0,DK00603360142014-02-27
18670,26143,Latvijas kugnieciba,LV0000101103,0,2014-02-27,1,partial settlement reached in respect of the antonio gramsi corporation court case in london,0.0,LV00001011032014-02-27
18671,26144,Marel hf.,IS0000000388,0,2014-02-27,1,agenda and proposals - annual general meeting 5 march 2014,1.0,IS00000003882014-02-27
18673,26146,ZEAL Network SE,DE000ZEAL241,0,2014-02-27,1,preliminary figures show tipp24 exceeded own forecasts for fiscal year 2013 - announcement of special dividend and new dividend policy,1.0,DE000ZEAL2412014-02-27
18678,26153,SimCorp A/S,DK0016026164,0,2014-02-27,1,insiders’ trading of shares in simcorp a/s,1.0,DK00160261642014-02-27
18679,26154,A.P. Møller - Mærsk A/S,DK0010244425,0,2014-02-27,1,a.p. møller - mærsk a/s – proposal for issuance of bonus shares and for election of new members for the board of directors,0.0,DK00102444252014-02-27
18680,26155,Lucara Diamond Corp,CA54928Q1081,0,2014-02-26,1,lucara corporate update,1.0,CA54928Q10812014-02-26
18681,26157,Youbisheng Green Paper AG,DE000A1KRLR0,0,2014-02-26,1,youbisheng green paper ag: youbisheng green paper ag resolves on the issue of a bond with detachable warrants  ,1.0,DE000A1KRLR02014-02-26
18682,26160,Danske Bank A/S,DK0010274414,0,2014-02-26,1,danske bank plans bond issue in the euro market,1.0,DK00102744142014-02-26
18683,26162,Santa Fe Group,DK0010006329,0,2014-02-26,1,"vedhæftet meddelelse er offentliggjort på fondsbørsen i københavn, nasdaq omx.",1.0,DK00100063292014-02-26
18684,26163,TK Development A/S,DK0010258995,0,2014-02-26,1,"tk development sells outlet centre in prague, the czech republic",1.0,DK00102589952014-02-26
18688,26167,Metsä Board Oyj,FI0009000665,0,2014-02-26,1,metsä group’s executive management’s shareholding system in which metsä board’s ceo mikko helander participated has been dissolved,1.0,FI00090006652014-02-26
18689,26168,YOC AG,DE0005932735,0,2014-02-26,1,yoc ag: debt cancellation deal sees yoc ag press ahead with restructuring,1.0,DE00059327352014-02-26
18691,26171,SLEEPZ AG,DE000A2E3772,0,2014-02-26,1,bmp media investors ag: technical adjustment of the capital increase from authorised capital,1.0,DE000A2E37722014-02-26
18693,26174,MARNA Beteiligungen AG,DE000A0H1GY2,0,2014-02-26,1,marenave schiffahrts ag: impairment charge impacts 2013 results,1.0,DE000A0H1GY22014-02-26
18694,26176,Trifork A/S,DK0060102887,0,2014-02-26,1,redemption of minority shareholders and delisting of trifork a/s,1.0,DK00601028872014-02-26
18695,26177,TrustBuddy International AB,SE0001295437,0,2014-02-26,1,trustbuddy: future growth secured through large investment in new p2p it-platform - doubling capacity,1.0,SE00012954372014-02-26
18696,26178,LANXESS Aktiengesellschaft,DE0005470405,0,2014-02-26,1,lanxess aktiengesellschaft: change of competitive environment leads to impairment of eur 257 million in fourth quarter 2013; fy 2013 net income therefore negative; planned dividend of eur 0.50 per share,0.0,DE00054704052014-02-26
18697,26180,Wirecard AG,DE0007472060,0,2014-02-26,1,wirecard ag determines issue price for the capital increase,0.0,DE00074720602014-02-26
18698,26182,Novozymes A/S,DK0060336014,0,2014-02-26,1,trading by management and of close relations to management,1.0,DK00603360142014-02-26
18699,26183,SMA Solar Technology AG,DE000A0DJ6J9,0,2014-02-26,1,sma solar technology ag: sma intends to form strategic partnership with danfoss group; danfoss to acquire 20% of shares in sma. ,1.0,DE000A0DJ6J92014-02-26
18700,26185,Advanced Vision Technology Ltd.,IL0010837248,0,2014-02-26,1,advanced vision technology (avt) ltd.: avt exceeds its 2013 guidance in revenues and earnings,1.0,IL00108372482014-02-26
18702,26189,Airbus SE,NL0000235190,0,2014-02-26,1,airbus group n.v.: airbus group 2013 results: another year of operational and financial improvement ,1.0,NL00002351902014-02-26
18703,26192,Südzucker AG,DE0007297004,0,2014-02-25,1,südzucker ag mannheim/ochsenfurt: ,0.0,DE00072970042014-02-25
18704,26194,BlackPearl Resources Inc.,SE0002060863,0,2014-02-25,1,"blackpearl announces $70 million bought deal equity offering, $10 million private placement of common shares and expansion of its credit facilities to $150 million",0.0,SE00020608632014-02-25
18705,26195,Wirecard AG,DE0007472060,0,2014-02-25,1,wirecard ag resolves on capital increase,0.0,DE00074720602014-02-25
18708,26199,Honkarakenne Oyj,FI0009900104,0,2014-02-25,1,"over 40 % of personnel subscribed for shares; 42,451 shares subscribed in honkarakenne oyj’s directed share issue to personnel",0.0,FI00099001042014-02-25
18709,26200,Københavns Lufthavne A/S,DK0010201102,0,2014-02-25,1,cph expects to elect a new chairman in 2014,0.0,DK00102011022014-02-25
18710,26201,Viking Line,FI0009005250,0,2014-02-25,1,viking line abp: de-mutualisation and merger within the alandia insurance group,1.0,FI00090052502014-02-25
18711,26202,Danske Bank A/S,DK0010274414,0,2014-02-25,1,"danske bank a/s, insiders' trading",1.0,DK00102744142014-02-25
18712,26203,A.S. Création Tapeten AG,DE000A1TNNN5,0,2014-02-25,1,a.s. création tapeten ag: federal cartel office issues penalty notices,0.0,DE000A1TNNN52014-02-25
18714,26206,Novozymes A/S,DK0060336014,0,2014-02-25,1,trading by management and of close relations to management,0.0,DK00603360142014-02-25
18715,26207,Lundin Petroleum AB,SE0000825820,0,2014-02-25,1,"lundin petroleum spuds appraisal well 16/1-18 on the edvard grieg field, offshore norway",0.0,SE00008258202014-02-25
18717,26210,TK Development A/S,DK0010258995,0,2014-02-25,1,"tk development sells office project in aalborg, denmark",0.0,DK00102589952014-02-25
18720,26213,CTS Eventim AG & Co. KGaA,DE0005470306,0,2014-02-25,1,cts eventim posts substantial boost in revenue and earnings,1.0,DE00054703062014-02-25
18722,26216,Auriant Mining AB,SE0001337213,0,2014-02-25,1,online conference with analysts and investors. february 28th 2014,1.0,SE00013372132014-02-25
18723,26217,Doro AB,SE0000215493,0,2014-02-25,1,doro reveals four new mobile phones at the mobile world congress i barcelona,1.0,SE00002154932014-02-25
18724,26218,Fresenius SE & Co. KGaA,DE0005785604,0,2014-02-25,1,"fresenius se & co. kgaa: fiscal year 2013: group net income at top end of guidance, exceeding eur1 billion - positive group outlook for 2014",0.0,DE00057856042014-02-25
18725,26220,Fresenius Medical Care AG & Co. KGaA,DE0005785802,0,2014-02-25,1,fresenius medical care ag & co. kgaa: reports full year 2013 results and provides outlook for 2014,0.0,DE00057858022014-02-25
18726,26222,Heidelberg Pharma AG,DE000A11QVV0,0,2014-02-24,1,"wilex ag: professor olaf g. wilhelm leaves the executive management board on 31 march 2014, dr jan schmidt-brand will lead the company",0.0,DE000A11QVV02014-02-24
18727,26224,New Work SE,DE000NWRK013,0,2014-02-24,1,xing ag: xing ag executive board proposes dividend increase and payment of a special dividend ,1.0,DE000NWRK0132014-02-24
18728,26226,Loewe Technologies GmbH,DE000A1X3W34,0,2014-02-24,1,loewe ag: withdrawal from asset deal,0.0,DE000A1X3W342014-02-24
18732,26232,aap Implantate AG,DE0005066609,0,2014-02-24,1,aap implantate ag divests its contract manufacturing business for eur 18 million cash to private equity company,0.0,DE00050666092014-02-24
18733,26234,GN Store Nord A/S,DK0010272632,0,2014-02-24,1,gn resound launches resound linx™ and beltone first™ - the world’s smartest hearing aids,1.0,DK00102726322014-02-24
18739,26245,SolarWorld AG i.I.,DE000A1YCMM2,0,2014-02-24,1,solarworld ag closes financial restructuring: implementation of swap capital increase against contributions in kind entered in commercial register - reduction of financial liabilities by eur 570 million,1.0,DE000A1YCMM22014-02-24
18741,26249,Latvijas balzams,LV0000100808,0,2014-02-24,1,„riga black balsam” export sales increased by 14% last year,0.0,LV00001008082014-02-24
18743,26251,Atria Oyj,FI0009006548,0,2014-02-24,1,atria finland to boost beef and pork production efficiency at the jyväskylä plant,1.0,FI00090065482014-02-24
18747,26256,Uponor Oyj,FI0009002158,0,2014-02-24,1,corporate governance statement and remuneration statement for 2013 available,1.0,FI00090021582014-02-24
18748,26257,Panostaja Oyj,FI0009800361,0,2014-03-11,1,paying panostaja oyj board members’ fees in the form of shares held by the company,1.0,FI00098003612014-03-11
18752,26261,Lucara Diamond Corp,CA54928Q1081,0,2014-02-24,1,lucara announces dividend policy and exceptional stone tender,1.0,CA54928Q10812014-02-24
18753,26262,Affecto Oyj,FI0009013312,0,2014-02-24,1,affecto delivers maintenance and development services to sodra in lithuania,0.0,FI00090133122014-02-24
18754,26263,Jungfraubahn Holding AG,CH0017875789,0,2014-02-24,1,jungfraubahn holding ag: 2013 business year - traffic revenue increased,0.0,CH00178757892014-02-24
18755,26265,Volkswagen AG,DE0007664039,0,2014-02-21,1,volkswagen ag: volkswagen presents 2013 consolidated financial statements and to submit a voluntary tender offer to scania shareholders,0.0,DE00076640392014-02-21
18758,26269,SSH Communications Security Oyj,FI0009008270,0,2014-03-11,1,"flagging notification under chapter 9, section 10 of the finnish securities markets act",1.0,FI00090082702014-03-11
18760,26271,Olainfarm,LV0000100501,0,2014-03-11,1,olainfarm holds fourth quarter 2013 investor conference webinar,1.0,LV00001005012014-03-11
18761,26272,UniCredit Bank Austria AG,AT0000995006,0,2014-03-11,1,"unicredit bank austria ag: operating profit from customer business rises strongly, by 7 per cent, to eur 3.1 bn - the charge of eur 2 bn for reduction of total goodwill to nil leads to book loss of eur 1.6 bn with no impact on capital ratios",1.0,AT00009950062014-03-11
18762,26274,INTERSHOP COMMUNICATIONS AG,DE000A0EPUH1,0,2014-03-11,1,intershop adjusts earnings forecast for 2014 ,0.0,DE000A0EPUH12014-03-11
18767,26280,Marimekko Oyj,FI0009007660,0,2014-03-11,1,correction of marimekko corporation's notice of annual general meeting released today,0.0,FI00090076602014-03-11
18768,26281,Ixonos,FI0009008007,0,2014-03-11,1,ixonos: notification of major shareholdings under the provisions of securities markets act,1.0,FI00090080072014-03-11
18769,26282,United Labels AG,DE0005489561,0,2014-03-11,1,united labels ag: optimisation of business model shows positive impact on 2013 financial year,1.0,DE00054895612014-03-11
18772,26286,Seamless Distribution AB,SE0000857369,0,2014-03-11,1,seamless mobile wallet seqr receives significant patent,1.0,SE00008573692014-03-11
18774,26288,AEVIS VICTORIA SA,CH0478634105,0,2014-03-11,1,"aevis holding sa increased revenues in 2013 by 30.2% to chf 448.4 million, mainly due to acquisitions",0.0,CH04786341052014-03-11
18777,26296,Petrogrand AB,SE0001587593,0,2014-03-10,1,statement from the new elected board of petrogrand ab,0.0,SE00015875932014-03-10
18778,26297,ADLER Real Estate AG,DE0005008007,0,2014-03-10,1,adler real estate ag: adler real estate ag with significant increase in results in 2013,1.0,DE00050080072014-03-10
18779,26298,EnBW Energie Baden-Württemberg AG,DE0005220008,0,2014-03-10,1,enbw energie baden-württemberg ag (lse): stabilisation notice - enbw eur due 2076,1.0,DE00052200082014-03-10
18780,26299,Daugavpils lokomotivju remonta rupnica,LV0000101061,0,2014-03-10,1,jsc 'daugavpils lokomotīvju remonta rūpnīca' announcement,0.0,LV00001010612014-03-10
18781,26301,Rigas autoelektroaparatu rupnica,LV0000100881,0,2014-03-10,1,on export to ukraine and russia,0.0,LV00001008812014-03-10
18790,26311,RusForest AB,SE0005132511,0,2014-03-10,1,rusforest provides operations update,0.0,SE00051325112014-03-10
18791,26312,Solteq Oyj,FI0009007991,0,2014-03-10,1,solteq plc updates its strategy for 2014−2018,1.0,FI00090079912014-03-10
18793,26314,ALK-Abelló,DK0060027142,0,2014-03-10,1,alk’s partner for japan reports positive trial results for house dust mite slit-tablet,1.0,DK00600271422014-03-10
18794,26315,Seamless Distribution AB,SE0000857369,0,2014-03-10,1,now guests can pay with seqr directly  in mcdonald’s sweden app,0.0,SE00008573692014-03-10
18795,26316,Nurminen Logistics Oyj,FI0009900187,0,2014-03-10,1,nurminen logistics updates the share subscription price in the personnel share issue,1.0,FI00099001872014-03-10
18796,26317,Mikron Holding AG,CH0003390066,0,2014-03-10,1,mikron holding ag: mikron benefits from demand from the medical devices and pharmaceutical industries,0.0,CH00033900662014-03-10
18797,26321,Orascom Development Holding AG,CH0038285679,0,2014-03-10,1,orascom development holding ag: reorganisation of the executive management team,0.0,CH00382856792014-03-10
18798,26323,HOCHTIEF Aktiengesellschaft,DE0006070006,0,2014-03-10,1,hochtief aktiengesellschaft: announcement of intention to make a cash per share proportional offer for shares in leighton holdings limited,1.0,DE00060700062014-03-10
18801,26327,Accentro Real Estate AG,DE000A0KFKB3,0,2014-03-07,1,"estavis ag: estavis ag acquires housing portfolio with 4,300 residential units nationwide",1.0,DE000A0KFKB32014-03-07
18802,26328,Deutsche Wohnen SE,DE000A0HN5C6,0,2014-03-07,1,deutsche wohnen ag: consensus reached regarding conclusion of domination agreement between deutsche wohnen ag and gsw immobilien ag ,0.0,DE000A0HN5C62014-03-07
